Gene_UniProt,Ensembl,Gene_description,UniProt_protein,MIM_Number,Gene_HGNC,Entrez Gene ID,Main_location,Additional_location,Extracellular_location,GO_id
RRAD,ENSG00000166592,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator",P55042,179503.0,RRAD,6236.0,Plasma membrane,Flagellar centriole;Golgi apparatus;Nucleoplasm,,Flagellar centriole ();Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
CIAO2B,ENSG00000166595,Cytosolic iron-sulfur assembly component 2B,Q9Y3D0,614778.0,CIAO2B,51647.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
CFAP52,ENSG00000166596,Cilia and flagella associated protein 52,Q8N1V2,609804.0,CFAP52,146845.0,Microtubules,Basal body;Centriolar satellite;Primary cilium,,Basal body (GO:0036064);Centriolar satellite (GO:0034451);Microtubules (GO:0015630);Primary cilium (GO:0005929)
HSP90B1,ENSG00000166598,Heat shock protein 90 beta family member 1,P14625,191175.0,HSP90B1,7184.0,Endoplasmic reticulum,,,Endoplasmic reticulum (GO:0005783)
MC4R,ENSG00000166603,Melanocortin 4 receptor,P32245,155541.0,MC4R,4160.0,,,,
BLCAP,ENSG00000166619,BLCAP apoptosis inducing factor,P62952,613110.0,BLCAP,10904.0,Nucleoli,,,Nucleoli (GO:0005730)
SERPINB12,ENSG00000166634,Serpin family B member 12,Q96P63,615662.0,SERPINB12,89777.0,,,,
CHRFAM7A,ENSG00000166664,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,Q494W8,609756.0,CHRFAM7A,89832.0,,,,
ATF7IP2,ENSG00000166669,Activating transcription factor 7 interacting protein 2,Q5U623,613645.0,ATF7IP2,80063.0,,,,
MMP10,ENSG00000166670,Matrix metallopeptidase 10,P09238,185260.0,MMP10,4319.0,Cytosol,Plasma membrane,Predicted to be secreted,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
TVP23A,ENSG00000166676,Trans-golgi network vesicle protein 23 homolog A,A6NH52,,TVP23A,780776.0,Vesicles,,,Vesicles (GO:0043231)
BEX3,ENSG00000166681,Brain expressed X-linked 3,Q00994,300361.0,BEX3,27018.0,Cytosol,,,Cytosol (GO:0005829)
TMPRSS5,ENSG00000166682,Transmembrane serine protease 5,Q9H3S3,606751.0,TMPRSS5,80975.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
COG1,ENSG00000166685,Component of oligomeric golgi complex 1,Q8WTW3,606973.0,COG1,9382.0,,,,
PLEKHA7,ENSG00000166689,Pleckstrin homology domain containing A7,Q6IQ23,612686.0,PLEKHA7,144100.0,Cell Junctions;Nucleoplasm,Cytosol,,Cell Junctions (GO:0030054);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ZNF606,ENSG00000166704,Zinc finger protein 606,Q8WXB4,613905.0,ZNF606,80095.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
ZCCHC18,ENSG00000166707,Zinc finger CCHC-type containing 18,P0CG32,301122.0,ZCCHC18,644353.0,Vesicles,,,Vesicles (GO:0043231)
B2M,ENSG00000166710,Beta-2-microglobulin,P61769,109700.0,B2M,567.0,Golgi apparatus;Plasma membrane,Cytosol,Predicted to be secreted,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ZNF592,ENSG00000166716,Zinc finger protein 592,Q92610,613624.0,ZNF592,9640.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
GOLM2,ENSG00000166734,Golgi membrane protein 2,Q6P4E1,,GOLM2,113201.0,Golgi apparatus,,,Golgi apparatus (GO:0005794)
HTR3A,ENSG00000166736,5-hydroxytryptamine receptor 3A,P46098,182139.0,HTR3A,3359.0,,,,
NNMT,ENSG00000166741,Nicotinamide N-methyltransferase,P40261,600008.0,NNMT,4837.0,Golgi apparatus,Cytosol,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ACSM1,ENSG00000166743,Acyl-CoA synthetase medium chain family member 1,Q08AH1,614357.0,ACSM1,116285.0,,,,
AP1G1,ENSG00000166747,Adaptor related protein complex 1 subunit gamma 1,O43747,603533.0,AP1G1,164.0,Golgi apparatus;Vesicles,Cytosol,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
SLFN5,ENSG00000166750,Schlafen family member 5,Q08AF3,614952.0,SLFN5,162394.0,Nucleoplasm,Vesicles,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
CATSPER2,ENSG00000166762,Cation channel sperm associated 2,Q96P56,607249.0,CATSPER2,117155.0,End piece,Plasma membrane;Primary cilium;Principal piece;Vesicles,,End piece ();Plasma membrane (GO:0005886);Primary cilium (GO:0005929);Principal piece ();Vesicles (GO:0043231)
BMERB1,ENSG00000166780,BMERB domain containing 1,Q96MC5,,BMERB1,89927.0,Cytosol,Nucleoplasm,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
MARF1,ENSG00000166783,Meiosis regulator and mRNA stability factor 1,Q9Y4F3,614593.0,MARF1,9665.0,Golgi apparatus;Vesicles,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
SAAL1,ENSG00000166788,Serum amyloid A like 1,Q96ER3,,SAAL1,113174.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
YPEL4,ENSG00000166793,Yippee like 4,Q96NS1,609725.0,YPEL4,219539.0,,,,
PPIB,ENSG00000166794,Peptidylprolyl isomerase B,P23284,123841.0,PPIB,5479.0,Endoplasmic reticulum,Nucleoplasm,Predicted to be secreted,Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
LDHC,ENSG00000166796,Lactate dehydrogenase C,P07864,150150.0,LDHC,3948.0,Cytosol,End piece;Mid piece;Principal piece,,Cytosol (GO:0005829);End piece ();Mid piece ();Principal piece ()
CIAO2A,ENSG00000166797,Cytosolic iron-sulfur assembly component 2A,Q9H5X1,618382.0,CIAO2A,84191.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
LDHAL6A,ENSG00000166800,Lactate dehydrogenase A like 6A,Q6ZMR3,618928.0,LDHAL6A,160287.0,,,,
FAM111A,ENSG00000166801,FAM111 trypsin like peptidase A,Q96PZ2,615292.0,FAM111A,63901.0,Nucleoli fibrillar center;Nucleoplasm,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
PCLAF,ENSG00000166803,PCNA clamp associated factor,Q15004,610696.0,PCLAF,9768.0,Centrosome,,,Centrosome (GO:0005813)
KIF7,ENSG00000166813,Kinesin family member 7,Q2M1P5,611254.0,KIF7,374654.0,Primary cilium;Primary cilium tip,Cytosol;Nucleoli fibrillar center,,Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Primary cilium (GO:0005929);Primary cilium tip ()
LDHD,ENSG00000166816,Lactate dehydrogenase D,Q86WU2,607490.0,LDHD,197257.0,Cytosol,,,Cytosol (GO:0005829)
PLIN1,ENSG00000166819,Perilipin 1,O60240,170290.0,PLIN1,5346.0,Peroxisomes,,,Peroxisomes (GO:0005777)
PEX11A,ENSG00000166821,Peroxisomal biogenesis factor 11 alpha,O75192,603866.0,PEX11A,8800.0,,,,
TMEM170A,ENSG00000166822,Transmembrane protein 170A,Q8WVE7,620630.0,TMEM170A,124491.0,,,,
MESP1,ENSG00000166823,Mesoderm posterior bHLH transcription factor 1,Q9BRJ9,608689.0,MESP1,55897.0,Nucleoplasm,Nucleoli,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ANPEP,ENSG00000166825,"Alanyl aminopeptidase, membrane",P15144,151530.0,ANPEP,290.0,Plasma membrane,,,Plasma membrane (GO:0005886)
SCNN1G,ENSG00000166828,Sodium channel epithelial 1 subunit gamma,P51170,600761.0,SCNN1G,6340.0,Plasma membrane,Nucleoplasm;Primary cilium transition zone,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Primary cilium transition zone ()
RBPMS2,ENSG00000166831,"RNA binding protein, mRNA processing factor 2",Q6ZRY4,619034.0,RBPMS2,348093.0,,,,
NAV2,ENSG00000166833,Neuron navigator 2,Q8IVL1,607026.0,NAV2,89797.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
ANKDD1A,ENSG00000166839,Ankyrin repeat and death domain containing 1A,Q495B1,,ANKDD1A,348094.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
GLYATL1,ENSG00000166840,Glycine-N-acyltransferase like 1,Q969I3,614761.0,GLYATL1,92292.0,Golgi apparatus,Cytosol,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
C18orf54,ENSG00000166845,Chromosome 18 open reading frame 54,Q8IYD9,613258.0,C18orf54,162681.0,Cytosol,Nucleoplasm;Vesicles,Predicted to be secreted,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
DCTN5,ENSG00000166847,Dynactin subunit 5,Q9BTE1,612962.0,DCTN5,84516.0,Nuclear membrane;Nucleoplasm,,,Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
TERF2IP,ENSG00000166848,TERF2 interacting protein,Q9NYB0,605061.0,TERF2IP,54386.0,Nuclear bodies;Nucleoplasm,,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
PLK1,ENSG00000166851,Polo like kinase 1,P53350,602098.0,PLK1,5347.0,,,,
CLPX,ENSG00000166855,Caseinolytic mitochondrial matrix peptidase chaperone subunit X,O76031,615611.0,CLPX,10845.0,Mitochondria,Cytosol;Equatorial segment;Nucleoplasm;Perinuclear theca,,Cytosol (GO:0005829);Equatorial segment ();Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Perinuclear theca ()
GPR182,ENSG00000166856,G protein-coupled receptor 182,O15218,605307.0,GPR182,11318.0,,,,
ZBTB39,ENSG00000166860,Zinc finger and BTB domain containing 39,O15060,619384.0,ZBTB39,9880.0,Vesicles,,,Vesicles (GO:0043231)
CACNG2,ENSG00000166862,Calcium voltage-gated channel auxiliary subunit gamma 2,Q9Y698,602911.0,CACNG2,10369.0,,,,
TAC3,ENSG00000166863,Tachykinin precursor 3,Q9UHF0,162330.0,TAC3,6866.0,Vesicles,,Predicted to be secreted,Vesicles (GO:0043231)
MYO1A,ENSG00000166866,Myosin IA,Q9UBC5,601478.0,MYO1A,4640.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
CHP2,ENSG00000166869,Calcineurin like EF-hand protein 2,O43745,,CHP2,63928.0,Nucleoplasm,Cytosol;Nucleoli,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
NEMP1,ENSG00000166881,Nuclear envelope integral membrane protein 1,O14524,616496.0,NEMP1,23306.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
OR4D6,ENSG00000166884,Olfactory receptor family 4 subfamily D member 6,Q8NGJ1,,OR4D6,219983.0,,,,
NAB2,ENSG00000166886,NGFI-A binding protein 2,Q15742,602381.0,NAB2,4665.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
VPS39,ENSG00000166887,VPS39 subunit of HOPS complex,Q96JC1,612188.0,VPS39,23339.0,,,,
STAT6,ENSG00000166888,Signal transducer and activator of transcription 6,P42226,601512.0,STAT6,6778.0,Cytosol;Nucleoplasm,Connecting piece,,Connecting piece ();Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
PATL1,ENSG00000166889,"PAT1 homolog 1, processing body mRNA decay factor",Q86TB9,614660.0,PATL1,219988.0,Cytoplasmic bodies,,,Cytoplasmic bodies (GO:0036464)
ATP23,ENSG00000166896,ATP23 metallopeptidase and ATP synthase assembly factor homolog,Q9Y6H3,619760.0,ATP23,91419.0,Plasma membrane;Vesicles,Cell Junctions;Cytosol,,Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ELFN2,ENSG00000166897,Extracellular leucine rich repeat and fibronectin type III domain containing 2,Q5R3F8,620223.0,ELFN2,114794.0,Nucleoplasm;Vesicles,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
STX3,ENSG00000166900,Syntaxin 3,Q13277,600876.0,STX3,6809.0,Vesicles,Nuclear membrane,,Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
MRPL16,ENSG00000166902,Mitochondrial ribosomal protein L16,Q9NX20,611829.0,MRPL16,54948.0,,,,
PIP4K2C,ENSG00000166908,Phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,Q8TBX8,617104.0,PIP4K2C,79837.0,Cytosol,Nucleoplasm;Plasma membrane,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
MTMR10,ENSG00000166912,Myotubularin related protein 10,Q9NXD2,,MTMR10,54893.0,Nuclear bodies;Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
YWHAB,ENSG00000166913,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,P31946,601289.0,YWHAB,7529.0,Cytosol,,,Cytosol (GO:0005829)
C15orf48,ENSG00000166920,Chromosome 15 open reading frame 48,Q9C002,608409.0,C15orf48,84419.0,,,,
SCG5,ENSG00000166922,Secretogranin V,P05408,173120.0,SCG5,6447.0,,,,
GREM1,ENSG00000166923,"Gremlin 1, DAN family BMP antagonist",O60565,603054.0,GREM1,26585.0,,,,
NYAP1,ENSG00000166924,Neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1,Q6ZVC0,615477.0,NYAP1,222950.0,Vesicles,Golgi apparatus,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
TSC22D4,ENSG00000166925,TSC22 domain family member 4,Q9Y3Q8,611914.0,TSC22D4,81628.0,Cytosol,,,Cytosol (GO:0005829)
MS4A6E,ENSG00000166926,Membrane spanning 4-domains A6E,Q96DS6,608402.0,MS4A6E,245802.0,Vesicles,,,Vesicles (GO:0043231)
MS4A7,ENSG00000166927,Membrane spanning 4-domains A7,Q9GZW8,606502.0,MS4A7,58475.0,,,,
MS4A14,ENSG00000166928,Membrane spanning 4-domains A14,Q96JA4,,MS4A14,84689.0,Nucleoplasm,Plasma membrane,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
MS4A5,ENSG00000166930,Membrane spanning 4-domains A5,Q9H3V2,606499.0,MS4A5,64232.0,,,,
DIS3L,ENSG00000166938,DIS3 like exosome 3'-5' exoribonuclease,Q8TF46,614183.0,DIS3L,115752.0,Cytosol;Plasma membrane,Basal body;Centrosome,,Basal body (GO:0036064);Centrosome (GO:0005813);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
CCNDBP1,ENSG00000166946,Cyclin D1 binding protein 1,O95273,607089.0,CCNDBP1,23582.0,Nucleoplasm,Nuclear bodies,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
EPB42,ENSG00000166947,Erythrocyte membrane protein band 4.2,P16452,177070.0,EPB42,2038.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
TGM6,ENSG00000166948,Transglutaminase 6,O95932,613900.0,TGM6,343641.0,,,,
SMAD3,ENSG00000166949,SMAD family member 3,P84022,603109.0,SMAD3,4088.0,Nucleoplasm,Basal body;Primary cilium transition zone;Vesicles,,Basal body (GO:0036064);Nucleoplasm (GO:0005654);Primary cilium transition zone ();Vesicles (GO:0043231)
MS4A8,ENSG00000166959,Membrane spanning 4-domains A8,Q9BY19,606549.0,MS4A8,83661.0,,,,
CCDC178,ENSG00000166960,Coiled-coil domain containing 178,Q5BJE1,,CCDC178,374864.0,,,,
MS4A15,ENSG00000166961,Membrane spanning 4-domains A15,Q8N5U1,,MS4A15,219995.0,Plasma membrane,Cytosol,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
MAP1A,ENSG00000166963,Microtubule associated protein 1A,P78559,600178.0,MAP1A,4130.0,Cytosol,Mid piece;Principal piece,,Cytosol (GO:0005829);Mid piece ();Principal piece ()
RCCD1,ENSG00000166965,RCC1 domain containing 1,A6NED2,617997.0,RCCD1,91433.0,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
AKTIP,ENSG00000166971,AKT interacting protein,Q9H8T0,608483.0,AKTIP,64400.0,Basal body;Golgi apparatus;Nucleoli,Cytosol;Plasma membrane,,Basal body (GO:0036064);Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
MAPRE2,ENSG00000166974,Microtubule associated protein RP/EB family member 2,Q15555,605789.0,MAPRE2,10982.0,,,,
EVA1C,ENSG00000166979,Eva-1 homolog C,P58658,,EVA1C,59271.0,Cytosol,,,Cytosol (GO:0005829)
MARS1,ENSG00000166986,Methionyl-tRNA synthetase 1,P56192,156560.0,MARS1,4141.0,Cytosol,End piece;Mid piece;Principal piece,,Cytosol (GO:0005829);End piece ();Mid piece ();Principal piece ()
MBD6,ENSG00000166987,Methyl-CpG binding domain protein 6,Q96DN6,619458.0,MBD6,114785.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
CNPY4,ENSG00000166997,Canopy FGF signaling regulator 4,Q8N129,610047.0,CNPY4,245812.0,Vesicles,,,Vesicles (GO:0043231)
PDIA3,ENSG00000167004,Protein disulfide isomerase family A member 3,P30101,602046.0,PDIA3,2923.0,Endoplasmic reticulum,,,Endoplasmic reticulum (GO:0005783)
NUDT21,ENSG00000167005,Nudix hydrolase 21,O43809,604978.0,NUDT21,11051.0,Nuclear bodies,Centriolar satellite,,Centriolar satellite (GO:0034451);Nuclear bodies (GO:0016604)
NAT16,ENSG00000167011,N-acetyltransferase 16 (putative),Q8N8M0,615783.0,NAT16,375607.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
TERB2,ENSG00000167014,Telomere repeat binding bouquet formation protein 2,Q8NHR7,617131.0,TERB2,145645.0,Nucleoli,Nucleoplasm,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
NKX3-1,ENSG00000167034,NK3 homeobox 1,Q99801,602041.0,NKX3-1,4824.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
SGSM1,ENSG00000167037,Small G protein signaling modulator 1,Q2NKQ1,611417.0,SGSM1,129049.0,,,,
DUSP18,ENSG00000167065,Dual specificity phosphatase 18,Q8NEJ0,611446.0,DUSP18,150290.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
TEF,ENSG00000167074,"TEF transcription factor, PAR bZIP family member",Q10587,188595.0,TEF,7008.0,,,,
MEI1,ENSG00000167077,Meiotic double-stranded break formation protein 1,Q5TIA1,608797.0,MEI1,150365.0,,,,
B4GALNT2,ENSG00000167080,"Beta-1,4-N-acetyl-galactosaminyltransferase 2",Q8NHY0,111730.0,B4GALNT2,124872.0,,,,
PBX3,ENSG00000167081,PBX homeobox 3,P40426,176312.0,PBX3,5090.0,Nucleoplasm,Cytosol;Nuclear bodies,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
GNGT2,ENSG00000167083,G protein subunit gamma transducin 2,O14610,139391.0,GNGT2,2793.0,,,,
PHB1,ENSG00000167085,Prohibitin 1,P35232,176705.0,PHB1,5245.0,Mitochondria,,,Mitochondria (GO:0005739)
SNRPD1,ENSG00000167088,Small nuclear ribonucleoprotein D1 polypeptide,P62314,601063.0,SNRPD1,6632.0,,,,
TTC16,ENSG00000167094,Tetratricopeptide repeat domain 16,Q8NEE8,,TTC16,158248.0,,,,
SUN5,ENSG00000167098,Sad1 and UNC84 domain containing 5,Q8TC36,613942.0,SUN5,140732.0,,,,
SAMD14,ENSG00000167100,Sterile alpha motif domain containing 14,Q8IZD0,619233.0,SAMD14,201191.0,Nucleoli fibrillar center;Nucleoplasm,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
PIP5KL1,ENSG00000167103,Phosphatidylinositol-4-phosphate 5-kinase like 1,Q5T9C9,612865.0,PIP5KL1,138429.0,Cytosol,,,Cytosol (GO:0005829)
BPIFB6,ENSG00000167104,BPI fold containing family B member 6,Q8NFQ5,614110.0,BPIFB6,128859.0,,,,
TMEM92,ENSG00000167105,Transmembrane protein 92,Q6UXU6,619604.0,TMEM92,162461.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
FAM102A,ENSG00000167106,Family with sequence similarity 102 member A,Q5T9C2,610891.0,EEIG1,399665.0,Cytosol,,,Cytosol (GO:0005829)
ACSF2,ENSG00000167107,Acyl-CoA synthetase family member 2,Q96CM8,610465.0,ACSF2,80221.0,Cytosol;Microtubules;Nucleoplasm,,,Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleoplasm (GO:0005654)
GOLGA2,ENSG00000167110,Golgin A2,Q08379,602580.0,GOLGA2,2801.0,Golgi apparatus,,,Golgi apparatus (GO:0005794)
TRUB2,ENSG00000167112,TruB pseudouridine synthase family member 2,O95900,610727.0,TRUB2,26995.0,,,,
COQ4,ENSG00000167113,Coenzyme Q4,Q9Y3A0,612898.0,COQ4,51117.0,Mitochondria,,,Mitochondria (GO:0005739)
SLC27A4,ENSG00000167114,Solute carrier family 27 member 4,Q6P1M0,604194.0,SLC27A4,10999.0,Vesicles,,,Vesicles (GO:0043231)
ANKRD40CL,ENSG00000167117,ANKRD40 C-terminal like,Q53H64,,ANKRD40CL,55018.0,,,,
URM1,ENSG00000167118,Ubiquitin related modifier 1,Q9BTM9,612693.0,URM1,81605.0,Vesicles,Nucleoplasm,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
CERCAM,ENSG00000167123,Cerebral endothelial cell adhesion molecule,Q5T4B2,616626.0,CERCAM,51148.0,Nucleoli;Nucleoplasm,Cell Junctions,,Cell Junctions (GO:0030054);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
DOLPP1,ENSG00000167130,Dolichyldiphosphatase 1,Q86YN1,614516.0,DOLPP1,57171.0,Vesicles,Intermediate filaments,,Intermediate filaments (GO:0045111);Vesicles (GO:0043231)
CCDC103,ENSG00000167131,Coiled-coil domain containing 103,Q8IW40,614677.0,DNAAF19,388389.0,Connecting piece;Cytosol;Mid piece,,,Connecting piece ();Cytosol (GO:0005829);Mid piece ()
ENDOG,ENSG00000167136,Endonuclease G,Q14249,600440.0,ENDOG,2021.0,,,,
TBC1D21,ENSG00000167139,TBC1 domain family member 21,Q8IYX1,620387.0,TBC1D21,161514.0,Calyx;Mid piece,,,Calyx ();Mid piece ()
PRRX2,ENSG00000167157,Paired related homeobox 2,Q99811,604675.0,PRRX2,51450.0,Nucleoplasm,Nuclear bodies,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
UGT1A6,ENSG00000167165,UDP glucuronosyltransferase family 1 member A6,P19224,606431.0,UGT1A6,54578.0,Vesicles,Endoplasmic reticulum,,Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231)
C15orf39,ENSG00000167173,Chromosome 15 open reading frame 39,Q6ZRI6,,C15orf39,56905.0,Cytosol,,,Cytosol (GO:0005829)
ISLR2,ENSG00000167178,Immunoglobulin superfamily containing leucine rich repeat 2,Q6UXK2,614179.0,ISLR2,57611.0,,,,
SP2,ENSG00000167182,Sp2 transcription factor,Q02086,601801.0,SP2,6668.0,Nucleoplasm,Vesicles,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
PRR15L,ENSG00000167183,Proline rich 15 like,Q9BU68,,PRR15L,79170.0,Cytosol,,,Cytosol (GO:0005829)
COQ7,ENSG00000167186,"Coenzyme Q7, hydroxylase",Q99807,601683.0,COQ7,10229.0,Plasma membrane,Nucleoplasm,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
GPRC5B,ENSG00000167191,G protein-coupled receptor class C group 5 member B,Q9NZH0,605948.0,GPRC5B,51704.0,Vesicles,Nucleoli;Nucleoplasm,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
CRK,ENSG00000167193,"CRK proto-oncogene, adaptor protein",P46108,164762.0,CRK,1398.0,Plasma membrane,Actin filaments;Basal body;Nucleoplasm,,Actin filaments (GO:0015629);Basal body (GO:0036064);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
C16orf92,ENSG00000167194,Chromosome 16 open reading frame 92,Q96LL3,618911.0,C16orf92,146378.0,,,,
GOLGA6C,ENSG00000167195,Golgin A6 family member C,A6NDK9,,GOLGA6C,653641.0,Vesicles,Centrosome;Nucleoplasm,,Centrosome (GO:0005813);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
FBXO22,ENSG00000167196,F-box protein 22,Q8NEZ5,609096.0,FBXO22,26263.0,,,,
TBC1D2B,ENSG00000167202,TBC1 domain family member 2B,Q9UPU7,619152.0,TBC1D2B,23102.0,Cytosol,,,Cytosol (GO:0005829)
NOD2,ENSG00000167207,Nucleotide binding oligomerization domain containing 2,Q9HC29,605956.0,NOD2,64127.0,Cytosol;Golgi apparatus,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
SNX20,ENSG00000167208,Sorting nexin 20,Q7Z614,613281.0,SNX20,124460.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
LOXHD1,ENSG00000167210,Lipoxygenase homology PLAT domains 1,Q8IVV2,613072.0,LOXHD1,125336.0,Plasma membrane,,,Plasma membrane (GO:0005886)
KATNAL2,ENSG00000167216,Katanin catalytic subunit A1 like 2,Q8IYT4,614697.0,KATNAL2,83473.0,Intermediate filaments,Nucleoplasm,,Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
HDHD2,ENSG00000167220,Haloacid dehalogenase like hydrolase domain containing 2,Q9H0R4,,HDHD2,84064.0,Vesicles,,,Vesicles (GO:0043231)
ZNF91,ENSG00000167232,Zinc finger protein 91,Q05481,603971.0,ZNF91,7644.0,,,,
IGF2,ENSG00000167244,Insulin like growth factor 2,P01344,147470.0,IGF2,3481.0,Golgi apparatus,,Predicted to be secreted,Golgi apparatus (GO:0005794)
RNF214,ENSG00000167257,Ring finger protein 214,Q8ND24,,RNF214,257160.0,Cytosol;Golgi apparatus,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
CDK12,ENSG00000167258,Cyclin dependent kinase 12,Q9NYV4,615514.0,CDK12,51755.0,Nuclear speckles;Nucleoplasm,,,Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
DPEP2,ENSG00000167261,Dipeptidase 2,Q9H4A9,609925.0,DPEP2,64174.0,,,,
DUS2,ENSG00000167264,Dihydrouridine synthase 2,Q9NX74,609707.0,DUS2,54920.0,Cytosol,,,Cytosol (GO:0005829)
POP5,ENSG00000167272,"POP5 homolog, ribonuclease P/MRP subunit",Q969H6,609992.0,POP5,51367.0,Nucleoplasm,Nucleoli,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENGASE,ENSG00000167280,Endo-beta-N-acetylglucosaminidase,Q8NFI3,611898.0,ENGASE,64772.0,Cytosol,Centrosome,,Centrosome (GO:0005813);Cytosol (GO:0005829)
RBFOX3,ENSG00000167281,RNA binding fox-1 homolog 3,A6NFN3,616999.0,RBFOX3,146713.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
ATP5MG,ENSG00000167283,ATP synthase membrane subunit g,O75964,617473.0,ATP5MG,10632.0,Mitochondria,Principal piece,,Mitochondria (GO:0005739);Principal piece ()
